work_order_id,tenant_id,property_id,unit_number,trade,urgency,status,description,created_at,resolved_at,resolution_hours,assigned_vendor,predicted_trade,predicted_urgency,ai_confidence,trade_match,urgency_match
WO01222,T0376,P020,28,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2025-02-26 18:00,2025-03-05 21:56,171.9,V016,general,high,0.9,true,false
WO01223,T0170,P003,23,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2025-03-12 13:00,2025-03-22 08:06,235.1,V002,electrical,emergency,0.98,true,false
WO01224,T0473,P029,120,HVAC,low,in-progress,Strange burning smell coming from air vents,2025-03-10 11:00,,,V011,HVAC,emergency,0.98,true,false
WO01225,T0133,P025,33,electrical,medium,in-progress,Circuit breaker keeps tripping for bedroom circuit,2024-09-23 15:00,,,V008,electrical,high,0.95,true,false
WO01226,T0025,P038,92,HVAC,high,in-progress,"Thermostat unresponsive, screen is blank",2024-08-20 17:00,,,V011,HVAC,medium,0.92,true,false
WO01227,T0018,P042,35,HVAC,high,resolved,"HVAC filter clogged, air quality seems poor",2024-10-14 13:00,2024-10-16 03:58,39.0,V006,HVAC,low,0.95,true,false
WO01228,T0010,P021,6,electrical,high,resolved,Light fixture in bathroom buzzing loudly,2024-12-30 15:00,2025-01-02 20:23,77.4,V030,electrical,medium,0.9,true,false
WO01229,T0401,P028,117,plumbing,emergency,resolved,Garbage disposal jammed and won't turn on,2025-05-30 18:00,2025-05-31 15:46,21.8,V028,plumbing,medium,0.95,true,false
WO01230,T0441,P032,70,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2024-08-18 19:00,2024-08-26 08:50,181.8,V030,electrical,emergency,0.98,true,false
WO01231,T0225,P022,29,electrical,emergency,in-progress,Outlet in kitchen sparks when plugging in appliances,2024-11-02 10:00,,,V008,electrical,emergency,0.98,true,true
WO01232,T0030,P001,6,HVAC,high,resolved,Strange burning smell coming from air vents,2024-06-25 09:00,2024-06-26 20:39,35.7,V020,HVAC,emergency,0.98,true,false
WO01233,T0313,P012,118,electrical,medium,in-progress,"Exterior outlet has no power, GFCI keeps tripping",2024-11-20 18:00,,,V007,electrical,high,0.95,true,false
WO01234,T0102,P014,145,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2024-09-28 07:00,2024-09-29 16:48,33.8,V011,HVAC,high,0.95,true,true
WO01235,T0170,P003,23,general,medium,open,"Hole in drywall in hallway, about the size of a fist",2024-06-06 10:00,,,,general,low,0.98,true,false
WO01236,T0012,P043,19,HVAC,high,resolved,AC unit leaking water onto the floor,2024-07-05 18:00,2024-07-08 19:50,73.8,V018,HVAC,high,0.95,true,true
WO01237,T0402,P032,56,general,medium,resolved,Garage door opener stopped responding to remote,2025-01-05 09:00,2025-01-13 19:21,202.4,V021,general,medium,0.9,true,true
WO01238,T0385,P007,155,electrical,high,resolved,"Two light switches not working, bulbs already replaced",2024-10-21 17:00,2024-10-23 19:39,50.7,V002,electrical,medium,0.95,true,false
WO01239,T0041,P032,87,HVAC,low,resolved,Loud banging noise every time heat kicks on,2024-10-11 20:00,2024-10-25 15:50,331.8,V011,HVAC,medium,0.9,true,false
WO01240,T0015,P022,101,HVAC,high,resolved,"HVAC filter clogged, air quality seems poor",2024-06-24 09:00,2024-06-26 23:53,62.9,V018,HVAC,low,0.95,true,false
WO01241,T0035,P049,57,plumbing,high,resolved,"Shower drain completely clogged, water backing up",2025-05-05 19:00,2025-05-07 04:31,33.5,V001,plumbing,high,0.95,true,true
WO01242,T0452,P040,27,electrical,emergency,resolved,Smoke detector chirping every 30 seconds,2024-10-11 17:00,2024-10-12 14:28,21.5,V030,electrical,medium,0.98,true,false
WO01243,T0374,P007,24,plumbing,low,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-11-12 20:00,2024-11-23 11:30,255.5,V001,plumbing,emergency,0.99,true,false
WO01244,T0319,P005,24,HVAC,low,open,Strange burning smell coming from air vents,2025-04-24 15:00,,,,HVAC,emergency,0.95,true,false
WO01245,T0117,P014,49,general,high,resolved,"Patio door off track, won't slide properly",2024-11-21 15:00,2024-11-25 05:47,86.8,V005,general,low,0.95,true,false
WO01246,T0093,P029,53,HVAC,medium,open,Vents blowing hot air when AC is set to cool,2025-05-19 12:00,,,,HVAC,high,0.98,true,false
WO01247,T0198,P027,8,general,low,in-progress,"Bedroom closet door won't close, keeps swinging open",2025-02-15 18:00,,,V016,general,low,0.98,true,true
WO01248,T0485,P034,19,HVAC,medium,resolved,AC unit leaking water onto the floor,2025-03-21 19:00,2025-03-31 09:00,230.0,V011,HVAC,high,0.95,true,false
WO01249,T0052,P018,81,HVAC,high,resolved,"Heater blowing cold air, thermostat set to 72",2025-02-27 14:00,2025-03-03 11:33,93.6,V006,HVAC,high,0.98,true,true
WO01250,T0121,P035,39,electrical,low,resolved,Light fixture in bathroom buzzing loudly,2024-06-26 17:00,2024-07-16 12:53,475.9,V002,electrical,medium,0.92,true,false
WO01251,T0233,P040,164,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-04-19 10:00,2025-05-04 19:01,369.0,V017,plumbing,high,0.96,true,false
WO01252,T0054,P037,127,electrical,medium,in-progress,Ceiling fan making humming noise and spinning slowly,2024-07-27 14:00,,,V002,electrical,medium,0.85,true,true
WO01253,T0089,P031,20,HVAC,high,resolved,"Thermostat unresponsive, screen is blank",2024-10-09 10:00,2024-10-11 01:51,39.9,V018,HVAC,high,0.92,true,true
WO01254,T0094,P029,90,HVAC,emergency,resolved,"HVAC filter clogged, air quality seems poor",2024-08-13 08:00,2024-08-13 18:30,10.5,V018,HVAC,low,0.95,true,false
WO01255,T0348,P045,69,electrical,medium,in-progress,Smoke detector chirping every 30 seconds,2024-09-07 10:00,,,V002,electrical,medium,0.98,true,true
WO01256,T0355,P013,29,HVAC,high,in-progress,"Furnace won't ignite, no heat in unit",2025-01-13 20:00,,,V006,HVAC,emergency,0.99,true,false
WO01257,T0157,P029,102,general,medium,resolved,Mold spots appearing on bathroom ceiling near vent,2024-06-07 11:00,2024-06-13 17:03,150.1,V016,general,high,0.85,true,false
WO01258,T0006,P038,148,electrical,medium,resolved,Dryer outlet not providing power,2025-05-17 12:00,2025-05-20 23:59,84.0,V008,electrical,high,0.95,true,false
WO01259,T0098,P018,10,general,medium,resolved,"Patio door off track, won't slide properly",2024-12-21 13:00,2024-12-28 23:37,178.6,V016,general,low,0.95,true,false
WO01260,T0082,P014,72,electrical,medium,in-progress,"Exterior outlet has no power, GFCI keeps tripping",2025-02-10 14:00,,,V008,electrical,high,0.98,true,false
WO01261,T0407,P002,63,HVAC,high,resolved,"HVAC filter clogged, air quality seems poor",2024-06-09 13:00,2024-06-10 18:47,29.8,V018,HVAC,low,0.95,true,false
WO01262,T0179,P029,59,plumbing,high,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-05-01 12:00,2025-05-04 05:14,65.2,V003,plumbing,medium,0.9,true,false
WO01263,T0078,P029,137,electrical,high,in-progress,Smoke detector chirping every 30 seconds,2024-09-20 07:00,,,V007,electrical,medium,0.95,true,false
WO01264,T0303,P044,3,electrical,medium,resolved,Light fixture in bathroom buzzing loudly,2024-12-23 10:00,2024-12-29 11:13,145.2,V030,electrical,low,0.85,true,false
WO01265,T0343,P049,11,HVAC,medium,in-progress,Vents blowing hot air when AC is set to cool,2024-10-30 17:00,,,V011,HVAC,high,0.95,true,false
WO01266,T0022,P026,3,general,medium,in-progress,"Bedroom closet door won't close, keeps swinging open",2025-04-16 15:00,,,V005,general,low,0.95,true,false
WO01267,T0331,P036,7,electrical,high,in-progress,Circuit breaker keeps tripping for bedroom circuit,2024-09-23 17:00,,,V002,electrical,high,0.9,true,true
WO01268,T0023,P025,55,electrical,medium,resolved,"Power went out in half the unit, breaker won't reset",2025-05-27 20:00,2025-05-31 22:22,98.4,V002,electrical,emergency,0.98,true,false
WO01269,T0091,P007,43,HVAC,high,resolved,"Heater blowing cold air, thermostat set to 72",2024-12-08 18:00,2024-12-10 15:19,45.3,V006,HVAC,high,0.95,true,true
WO01270,T0365,P010,57,electrical,medium,resolved,Dryer outlet not providing power,2024-12-31 15:00,2025-01-07 02:54,155.9,V030,electrical,medium,0.9,true,true
WO01271,T0153,P047,50,plumbing,high,resolved,"Dishwasher not draining, standing water at the bottom",2024-11-15 11:00,2024-11-18 03:03,64.1,V001,plumbing,medium,0.9,true,false
WO01272,T0200,P014,38,electrical,low,resolved,Outlet in kitchen sparks when plugging in appliances,2024-06-22 19:00,2024-07-05 05:27,298.5,V030,electrical,emergency,0.99,true,false
WO01273,T0227,P014,136,general,high,in-progress,Mold spots appearing on bathroom ceiling near vent,2024-12-16 17:00,,,V022,general,high,0.85,true,true
WO01274,T0145,P012,126,general,medium,resolved,"Window seal broken, condensation between panes",2025-04-02 13:00,2025-04-10 14:40,193.7,V016,general,low,0.9,true,false
WO01275,T0152,P032,24,HVAC,high,open,"Thermostat unresponsive, screen is blank",2024-08-14 09:00,,,,HVAC,medium,0.9,true,false
WO01276,T0039,P028,51,HVAC,high,in-progress,"Heater blowing cold air, thermostat set to 72",2024-06-24 11:00,,,V011,HVAC,high,0.95,true,true
WO01277,T0314,P032,47,electrical,medium,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-10-23 18:00,2024-10-30 03:34,153.6,V002,electrical,high,0.9,true,false
WO01278,T0047,P049,33,general,low,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2025-03-29 16:00,2025-04-13 23:36,367.6,V021,general,low,0.95,true,true
WO01279,T0295,P043,29,plumbing,medium,resolved,"Hot water heater making popping sounds, no hot water",2024-07-27 18:00,2024-08-03 14:19,164.3,V001,plumbing,high,0.9,true,false
WO01280,T0113,P012,9,general,medium,open,"Patio door off track, won't slide properly",2025-05-28 07:00,,,,general,medium,0.9,true,true
WO01281,T0032,P002,120,plumbing,medium,in-progress,"Shower drain completely clogged, water backing up",2025-03-04 12:00,,,V003,plumbing,high,0.95,true,false
WO01282,T0279,P026,2,general,high,open,Mold spots appearing on bathroom ceiling near vent,2025-04-20 07:00,,,,general,medium,0.85,true,false
WO01283,T0168,P031,16,HVAC,high,resolved,AC not cooling below 78 even on max setting,2025-03-09 18:00,2025-03-10 18:08,24.1,V013,HVAC,medium,0.9,true,false
WO01284,T0284,P037,71,HVAC,low,resolved,Vents blowing hot air when AC is set to cool,2024-08-27 17:00,2024-09-14 14:31,429.5,V020,HVAC,high,0.95,true,false
WO01285,T0032,P002,120,plumbing,medium,resolved,Low water pressure throughout entire unit,2024-08-23 20:00,2024-08-30 00:50,148.8,V023,plumbing,medium,0.9,true,true
WO01286,T0478,P007,177,HVAC,low,in-progress,Loud banging noise every time heat kicks on,2024-09-14 20:00,,,V020,HVAC,medium,0.85,true,false
WO01287,T0313,P012,118,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2024-09-18 20:00,2024-09-25 05:15,153.3,V005,general,low,0.95,true,false
WO01288,T0259,P012,150,electrical,medium,resolved,Dryer outlet not providing power,2024-12-24 09:00,2024-12-30 03:48,138.8,V002,electrical,high,0.9,true,false
WO01289,T0127,P009,65,general,medium,resolved,"Window seal broken, condensation between panes",2024-06-01 08:00,2024-06-05 15:53,103.9,V016,general,low,0.8,true,false
WO01290,T0103,P016,35,HVAC,medium,in-progress,Loud banging noise every time heat kicks on,2025-02-16 18:00,,,V011,HVAC,medium,0.85,true,true
WO01291,T0179,P029,59,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2025-02-26 14:00,2025-03-03 20:39,126.7,V006,HVAC,high,0.95,true,false
WO01292,T0208,P040,14,general,medium,open,"Front door lock sticking, key requires extreme force",2025-01-03 19:00,,,,general,medium,0.9,true,true
WO01293,T0323,P014,31,electrical,low,in-progress,Dryer outlet not providing power,2025-02-23 08:00,,,V008,electrical,high,0.9,true,false
WO01294,T0127,P009,65,plumbing,medium,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-12-27 08:00,2025-01-02 13:23,149.4,V028,plumbing,emergency,0.98,true,false
WO01295,T0356,P030,8,plumbing,medium,resolved,Water stain appearing on ceiling — possible leak from unit above,2025-03-01 17:00,2025-03-06 10:29,113.5,V017,plumbing,high,0.92,true,false
WO01296,T0180,P011,3,general,high,resolved,"Patio door off track, won't slide properly",2025-05-26 13:00,2025-05-28 16:08,51.1,V022,general,medium,0.85,true,false
WO01297,T0274,P007,10,general,low,resolved,Mold spots appearing on bathroom ceiling near vent,2025-03-22 20:00,2025-03-31 03:39,199.7,V021,general,medium,0.85,true,false
WO01298,T0230,P049,26,HVAC,medium,resolved,Vents blowing hot air when AC is set to cool,2024-08-23 12:00,2024-08-28 18:47,126.8,V020,HVAC,high,0.95,true,false
WO01299,T0140,P006,12,general,medium,open,Garage door opener stopped responding to remote,2024-10-31 09:00,,,,electrical,medium,0.8,false,true
WO01300,T0297,P007,153,plumbing,medium,resolved,"Shower drain completely clogged, water backing up",2025-04-13 13:00,2025-04-19 12:04,143.1,V017,plumbing,high,0.95,true,false
WO01301,T0033,P007,69,general,medium,resolved,"Front door lock sticking, key requires extreme force",2025-03-15 07:00,2025-03-22 03:56,164.9,V022,general,medium,0.95,true,true
WO01302,T0158,P007,55,general,high,resolved,"Intercom/doorbell not working, can't hear buzzer",2025-03-20 11:00,2025-03-22 16:12,53.2,V005,electrical,low,0.85,false,false
WO01303,T0489,P045,34,HVAC,low,resolved,"Furnace won't ignite, no heat in unit",2024-07-28 13:00,2024-08-11 00:14,323.2,V013,HVAC,emergency,0.98,true,false
WO01304,T0430,P016,69,general,medium,resolved,"Hole in drywall in hallway, about the size of a fist",2024-12-22 18:00,2024-12-29 19:41,169.7,V005,general,low,0.95,true,false
WO01305,T0195,P028,57,electrical,low,resolved,Flickering lights throughout the apartment,2024-10-27 12:00,2024-11-03 15:19,171.3,V007,electrical,high,0.92,true,false
WO01306,T0340,P014,97,general,low,in-progress,"Patio door off track, won't slide properly",2024-07-31 20:00,,,V005,general,medium,0.9,true,false
WO01307,T0084,P045,52,general,high,resolved,"Cabinet hinge in kitchen broken, door hanging loose",2024-12-22 11:00,2024-12-25 02:48,63.8,V005,general,low,0.95,true,false
WO01308,T0010,P021,6,HVAC,high,resolved,Strange burning smell coming from air vents,2025-02-22 08:00,2025-02-25 15:27,79.5,V006,HVAC,emergency,0.99,true,false
WO01309,T0285,P021,97,HVAC,low,resolved,Strange burning smell coming from air vents,2025-02-03 11:00,2025-02-19 19:01,392.0,V020,HVAC,emergency,0.99,true,false
WO01310,T0283,P022,20,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-07-25 15:00,2024-07-31 01:24,130.4,V011,HVAC,emergency,0.98,true,false
WO01311,T0008,P007,92,HVAC,low,resolved,Strange burning smell coming from air vents,2024-06-07 07:00,2024-06-14 07:12,168.2,V006,HVAC,emergency,0.99,true,false
WO01312,T0348,P045,69,electrical,medium,resolved,Smoke detector chirping every 30 seconds,2024-07-23 16:00,2024-08-01 21:17,221.3,V008,electrical,medium,0.9,true,true
WO01313,T0331,P036,7,HVAC,emergency,resolved,Strange burning smell coming from air vents,2024-12-16 11:00,2024-12-16 15:29,4.5,V013,HVAC,emergency,0.99,true,true
WO01314,T0393,P012,7,HVAC,low,resolved,"Furnace won't ignite, no heat in unit",2025-01-08 14:00,2025-01-23 13:20,359.3,V020,HVAC,emergency,0.98,true,false
WO01315,T0390,P021,48,general,low,resolved,"Window seal broken, condensation between panes",2025-02-27 14:00,2025-03-08 20:25,222.4,V005,general,low,0.85,true,true
WO01316,T0016,P038,94,plumbing,medium,in-progress,Garbage disposal jammed and won't turn on,2025-05-19 08:00,,,V001,plumbing,medium,0.95,true,true
WO01317,T0119,P044,22,electrical,low,in-progress,Flickering lights throughout the apartment,2024-08-07 16:00,,,V002,electrical,high,0.92,true,false
WO01318,T0202,P005,1,general,high,in-progress,"Cabinet hinge in kitchen broken, door hanging loose",2025-03-14 13:00,,,V021,general,low,0.95,true,false
WO01319,T0085,P003,37,electrical,low,resolved,"Two light switches not working, bulbs already replaced",2024-07-30 12:00,2024-08-19 05:48,473.8,V030,electrical,medium,0.95,true,false
WO01320,T0447,P009,20,general,high,resolved,"Patio door off track, won't slide properly",2024-09-03 20:00,2024-09-05 09:01,37.0,V005,general,medium,0.9,true,false
WO01321,T0170,P003,23,HVAC,high,resolved,"Furnace won't ignite, no heat in unit",2025-01-12 19:00,2025-01-13 21:07,26.1,V018,HVAC,emergency,0.98,true,false
WO01322,T0158,P007,55,general,low,in-progress,"Bedroom closet door won't close, keeps swinging open",2025-05-17 19:00,,,V021,general,low,0.95,true,true
WO01323,T0191,P022,59,HVAC,medium,in-progress,"Heater blowing cold air, thermostat set to 72",2024-09-27 15:00,,,V011,HVAC,high,0.95,true,false
WO01324,T0161,P046,17,plumbing,medium,open,"Shower drain completely clogged, water backing up",2024-10-26 12:00,,,,plumbing,high,0.92,true,false
WO01325,T0374,P007,24,electrical,high,in-progress,Light fixture in bathroom buzzing loudly,2024-06-29 07:00,,,V007,electrical,medium,0.9,true,false
WO01326,T0202,P005,1,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2025-01-28 10:00,2025-02-06 21:05,227.1,V011,HVAC,high,0.95,true,false
WO01327,T0325,P010,26,general,medium,resolved,"Bedroom closet door won't close, keeps swinging open",2025-03-02 17:00,2025-03-09 12:39,163.7,V016,general,low,0.95,true,false
WO01328,T0317,P040,147,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2025-03-11 12:00,2025-03-15 16:43,100.7,V008,electrical,medium,0.88,true,true
WO01329,T0088,P032,50,electrical,high,resolved,Circuit breaker keeps tripping for bedroom circuit,2024-12-25 08:00,2024-12-29 06:22,94.4,V008,electrical,high,0.95,true,true
WO01330,T0251,P030,10,electrical,medium,resolved,Outlet in kitchen sparks when plugging in appliances,2024-11-20 07:00,2024-11-26 23:53,160.9,V002,electrical,emergency,0.99,true,false
WO01331,T0186,P031,75,electrical,medium,in-progress,"Exterior outlet has no power, GFCI keeps tripping",2024-11-05 11:00,,,V030,electrical,medium,0.92,true,true
WO01332,T0118,P012,128,electrical,medium,resolved,"Two light switches not working, bulbs already replaced",2024-10-31 14:00,2024-11-09 16:48,218.8,V008,electrical,medium,0.9,true,true
WO01333,T0058,P038,150,general,high,resolved,"Intercom/doorbell not working, can't hear buzzer",2025-01-22 10:00,2025-01-24 04:43,42.7,V016,electrical,low,0.85,false,false
WO01334,T0019,P029,171,electrical,high,resolved,Outlet in kitchen sparks when plugging in appliances,2024-09-22 10:00,2024-09-23 18:59,33.0,V007,electrical,emergency,0.99,true,false
WO01335,T0216,P009,21,plumbing,low,open,"Hot water heater making popping sounds, no hot water",2024-10-01 20:00,,,,plumbing,high,0.95,true,false
WO01336,T0330,P016,101,HVAC,medium,open,AC unit leaking water onto the floor,2025-02-15 15:00,,,,HVAC,high,0.92,true,false
WO01337,T0456,P040,141,HVAC,low,resolved,Strange burning smell coming from air vents,2024-08-29 14:00,2024-09-13 04:33,350.6,V011,HVAC,emergency,0.98,true,false
WO01338,T0005,P036,5,electrical,low,resolved,Ceiling fan making humming noise and spinning slowly,2025-05-17 08:00,2025-05-28 17:19,273.3,V002,electrical,medium,0.88,true,false
WO01339,T0228,P038,116,electrical,medium,resolved,"Power went out in half the unit, breaker won't reset",2024-11-15 18:00,2024-11-20 08:02,110.0,V002,electrical,emergency,0.98,true,false
WO01340,T0052,P018,81,plumbing,medium,resolved,"Hot water heater making popping sounds, no hot water",2024-10-28 11:00,2024-11-06 13:03,218.1,V023,plumbing,high,0.95,true,false
WO01341,T0045,P043,11,general,medium,resolved,"Patio door off track, won't slide properly",2025-03-31 19:00,2025-04-06 13:46,138.8,V005,general,medium,0.95,true,true
WO01342,T0159,P014,34,HVAC,high,resolved,Vents blowing hot air when AC is set to cool,2025-04-06 16:00,2025-04-08 10:30,42.5,V018,HVAC,high,0.98,true,true
WO01343,T0323,P014,31,general,high,resolved,"Front door lock sticking, key requires extreme force",2025-04-09 16:00,2025-04-12 09:24,65.4,V005,general,medium,0.9,true,false
WO01344,T0354,P014,4,plumbing,high,resolved,"Dishwasher not draining, standing water at the bottom",2024-11-22 14:00,2024-11-24 06:24,40.4,V001,plumbing,medium,0.95,true,false
WO01345,T0273,P005,14,HVAC,low,resolved,Strange burning smell coming from air vents,2024-08-23 08:00,2024-09-09 04:38,404.6,V020,HVAC,emergency,0.95,true,false
WO01346,T0305,P029,55,general,medium,in-progress,"Bedroom closet door won't close, keeps swinging open",2024-08-27 17:00,,,V021,general,low,0.95,true,false
WO01347,T0200,P014,38,electrical,medium,resolved,Dryer outlet not providing power,2024-10-31 16:00,2024-11-08 22:10,198.2,V030,electrical,high,0.95,true,false
WO01348,T0299,P012,11,electrical,medium,resolved,Ceiling fan making humming noise and spinning slowly,2025-02-07 12:00,2025-02-14 22:41,178.7,V008,electrical,low,0.85,true,false
WO01349,T0387,P037,18,HVAC,low,resolved,Vents blowing hot air when AC is set to cool,2024-06-27 09:00,2024-07-06 09:12,216.2,V018,HVAC,high,0.98,true,false
WO01350,T0382,P021,51,general,medium,resolved,"Window seal broken, condensation between panes",2024-08-10 11:00,2024-08-17 03:50,160.8,V016,general,low,0.9,true,false
WO01351,T0328,P031,14,general,low,resolved,Mold spots appearing on bathroom ceiling near vent,2025-03-25 15:00,2025-04-05 19:32,268.5,V021,general,high,0.85,true,false
WO01352,T0474,P020,21,electrical,low,resolved,"Power went out in half the unit, breaker won't reset",2025-01-04 14:00,2025-01-22 05:32,423.5,V007,electrical,emergency,0.99,true,false
WO01353,T0268,P031,46,general,low,open,"Patio door off track, won't slide properly",2024-09-20 17:00,,,,general,medium,0.95,true,false
WO01354,T0016,P038,94,HVAC,medium,in-progress,"Thermostat unresponsive, screen is blank",2025-03-02 08:00,,,V006,HVAC,high,0.9,true,false
WO01355,T0296,P049,46,HVAC,medium,resolved,Loud banging noise every time heat kicks on,2024-07-11 11:00,2024-07-21 01:48,230.8,V013,HVAC,medium,0.85,true,true
WO01356,T0296,P049,46,plumbing,low,open,Water stain appearing on ceiling — possible leak from unit above,2025-05-03 20:00,,,,plumbing,emergency,0.95,true,false
WO01357,T0495,P010,79,HVAC,low,resolved,Vents blowing hot air when AC is set to cool,2024-06-25 12:00,2024-07-06 22:02,274.0,V020,HVAC,high,0.98,true,false
WO01358,T0442,P012,119,general,low,resolved,"Hole in drywall in hallway, about the size of a fist",2024-12-09 08:00,2024-12-25 03:00,379.0,V021,general,low,0.95,true,true
WO01359,T0382,P021,51,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2025-05-09 12:00,2025-05-19 05:34,233.6,V023,plumbing,high,0.95,true,false
WO01360,T0011,P002,91,plumbing,high,in-progress,Water stain appearing on ceiling — possible leak from unit above,2024-07-11 07:00,,,V003,plumbing,emergency,0.95,true,false
WO01361,T0491,P028,9,HVAC,low,resolved,"Furnace won't ignite, no heat in unit",2024-08-08 17:00,2024-08-27 20:01,459.0,V013,HVAC,emergency,0.98,true,false
WO01362,T0063,P010,61,HVAC,medium,open,"AC unit making grinding noise, unit is 85 degrees",2025-05-20 15:00,,,,HVAC,high,0.95,true,false
WO01363,T0168,P031,16,plumbing,low,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-10-24 12:00,2024-11-01 08:29,188.5,V003,plumbing,high,0.95,true,false
WO01364,T0154,P040,55,HVAC,medium,in-progress,"Heater blowing cold air, thermostat set to 72",2024-11-23 18:00,,,V020,HVAC,high,0.92,true,false
WO01365,T0255,P015,24,HVAC,medium,resolved,AC unit leaking water onto the floor,2024-07-11 10:00,2024-07-19 05:57,188.0,V020,HVAC,high,0.94,true,false
WO01366,T0369,P005,31,general,medium,in-progress,"Hole in drywall in hallway, about the size of a fist",2025-04-13 07:00,,,V005,general,low,0.96,true,false
WO01367,T0321,P048,40,electrical,medium,resolved,Smoke detector chirping every 30 seconds,2024-07-17 12:00,2024-07-24 22:19,178.3,V008,electrical,medium,0.9,true,true
WO01368,T0231,P025,7,HVAC,high,in-progress,"Thermostat unresponsive, screen is blank",2024-12-10 10:00,,,V020,electrical,high,0.88,false,true
WO01369,T0250,P005,36,HVAC,medium,resolved,"Heater blowing cold air, thermostat set to 72",2024-07-22 13:00,2024-07-27 13:44,120.7,V018,HVAC,high,0.92,true,false
WO01370,T0490,P040,115,plumbing,medium,resolved,"Hot water heater making popping sounds, no hot water",2025-01-28 14:00,2025-02-01 20:31,102.5,V001,plumbing,high,0.95,true,false
WO01371,T0438,P014,44,HVAC,medium,resolved,"Thermostat unresponsive, screen is blank",2024-12-27 07:00,2025-01-01 16:38,129.6,V011,electrical,high,0.88,false,false
WO01372,T0152,P032,24,HVAC,medium,resolved,"Furnace won't ignite, no heat in unit",2024-10-10 08:00,2024-10-19 01:15,209.3,V018,HVAC,emergency,0.98,true,false
WO01373,T0040,P022,112,plumbing,low,resolved,"Bathtub faucet handle broken off, can't turn water off",2024-11-13 17:00,2024-12-03 04:35,467.6,V017,plumbing,emergency,0.99,true,false
WO01374,T0275,P045,27,electrical,medium,in-progress,Ceiling fan making humming noise and spinning slowly,2024-08-03 07:00,,,V007,electrical,low,0.85,true,false
WO01375,T0343,P049,11,plumbing,high,resolved,"Kitchen faucet dripping nonstop, water pooling under the sink",2024-10-14 09:00,2024-10-16 20:02,59.0,V003,plumbing,high,0.95,true,true
WO01376,T0217,P029,145,HVAC,low,resolved,"Heater blowing cold air, thermostat set to 72",2024-10-13 17:00,2024-10-24 08:04,255.1,V013,HVAC,high,0.92,true,false
WO01377,T0233,P040,164,plumbing,medium,resolved,Water stain appearing on ceiling — possible leak from unit above,2024-11-10 19:00,2024-11-15 06:31,107.5,V001,plumbing,emergency,0.97,true,false
WO01378,T0295,P043,29,general,medium,open,Garage door opener stopped responding to remote,2024-12-23 11:00,,,,general,medium,0.85,true,true
WO01379,T0356,P030,8,plumbing,medium,in-progress,"Dishwasher not draining, standing water at the bottom",2024-10-21 16:00,,,V028,plumbing,medium,0.9,true,true
WO01380,T0233,P040,164,electrical,low,resolved,Ceiling fan making humming noise and spinning slowly,2024-07-28 20:00,2024-08-14 17:31,405.5,V008,electrical,low,0.85,true,true
WO01381,T0276,P037,150,general,high,resolved,Garage door opener stopped responding to remote,2024-10-15 10:00,2024-10-16 11:31,25.5,V022,general,medium,0.95,true,false
WO01382,T0413,P009,49,plumbing,low,resolved,"Pipe under bathroom vanity is leaking, cabinet floor is wet",2024-06-18 10:00,2024-06-29 16:30,270.5,V003,plumbing,high,0.98,true,false
WO01383,T0303,P044,3,plumbing,medium,in-progress,"Bathtub faucet handle broken off, can't turn water off",2025-01-13 17:00,,,V017,plumbing,emergency,0.99,true,false
WO01384,T0493,P019,19,HVAC,medium,in-progress,"Furnace won't ignite, no heat in unit",2025-01-30 14:00,,,V006,HVAC,emergency,0.99,true,false
WO01385,T0425,P016,114,electrical,high,resolved,Light fixture in bathroom buzzing loudly,2024-06-07 16:00,2024-06-11 09:44,89.7,V008,electrical,medium,0.92,true,false
WO01386,T0099,P022,123,general,low,in-progress,"Patio door off track, won't slide properly",2024-12-20 09:00,,,V021,general,medium,0.96,true,false
WO01387,T0136,P005,105,HVAC,low,resolved,"Heater blowing cold air, thermostat set to 72",2025-05-02 20:00,2025-05-12 05:14,225.2,V011,HVAC,high,0.97,true,false
WO01388,T0458,P021,95,plumbing,medium,resolved,Garbage disposal jammed and won't turn on,2025-01-17 14:00,2025-01-21 12:30,94.5,V017,plumbing,medium,0.94,true,true
WO01389,T0389,P022,104,electrical,emergency,open,"Exterior outlet has no power, GFCI keeps tripping",2025-05-20 16:00,,,,electrical,high,0.98,true,false
